"city_dev","gender","expenience","university","edu_level","major","expenience_year","company_size","company_type","jobs","train_hours","target","train_hours_scale","expenience_year_new"
0.925,"Male","No relevent experience","enrollment","High School","STEM",1,"50-99","Other","1",83,1,4.4188406077966,2
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"<10","Pvt Ltd","1",35,0,3.55534806148941,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd",">4",33,0,3.49650756146648,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Pvt Ltd",">4",53,0,3.97029191355212,3
0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",1,"Other","Pvt Ltd","1",56,1,4.02535169073515,2
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"Other","Pvt Ltd","1",3,1,1.09861228866811,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"Other","Pvt Ltd","2",25,0,3.2188758248682,3
0.92,"Male","Has relevent experience","enrollment","Masters","STEM",15,"500-999","Other","1",10,0,2.30258509299405,3
0.939,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"Other","Pvt Ltd","never",62,0,4.12713438504509,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"500-999","Pvt Ltd",">4",40,0,3.68887945411394,3
0.89,"Male","Has relevent experience","no_enrollment","High School","STEM",19,"<10","Other",">4",46,0,3.8286413964891,3
0.796,"Male","No relevent experience","no_enrollment","High School","STEM",3,"Other","Pvt Ltd","2",22,1,3.09104245335832,2
0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"<10","Pvt Ltd","1",174,0,5.15905529921453,2
0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"1000-4999","Pvt Ltd","2",51,0,3.93182563272433,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"50-99","Pvt Ltd","1",158,1,5.06259503302697,3
0.913,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"50-99","Pvt Ltd","1",60,0,4.0943445622221,3
0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM",6,"Other","Pvt Ltd","never",14,1,2.63905732961526,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd",">4",10,0,2.30258509299405,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"10/49","Pvt Ltd","2",140,0,4.9416424226093,3
0.92,"Other","Has relevent experience","no_enrollment","Masters","Other",21,"Other","Pvt Ltd","1",18,1,2.89037175789616,3
0.897,"Other","Has relevent experience","no_enrollment","Masters","STEM",17,"50-99","Pvt Ltd","1",19,0,2.94443897916644,3
0.926,"Other","Has relevent experience","no_enrollment","Masters","Other",3,"50-99","Pvt Ltd","1",82,0,4.40671924726425,2
0.91,"Male","No relevent experience","enrollment","Masters","STEM",9,"<10","Pvt Ltd","1",37,0,3.61091791264422,3
0.884,"Male","Has relevent experience","enrollment","Masters","STEM",9,"10000+","Pvt Ltd","1",52,0,3.95124371858143,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","1",44,1,3.78418963391826,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"Other","Pvt Ltd","2",19,0,2.94443897916644,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10/49","Pvt Ltd","2",13,1,2.56494935746154,2
0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Other","1",24,1,3.17805383034795,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"Other","Pvt Ltd",">4",312,0,5.74300318780948,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",20,"50-99","Pvt Ltd","2",72,0,4.27666611901606,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Pvt Ltd","1",46,0,3.8286413964891,3
0.92,"Other","Has relevent experience","no_enrollment","Masters","STEM",11,"10000+","Pvt Ltd","1",61,0,4.11087386417331,3
0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Pvt Ltd","4",264,0,5.57594910314632,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",21,0,3.04452243772342,3
0.926,"Male","No relevent experience","enrollment","Graduate","STEM",10,"10/49","Pvt Ltd","1",92,0,4.52178857704904,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"50-99","Pvt Ltd","never",10,0,2.30258509299405,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"Other","Pvt Ltd",">4",21,0,3.04452243772342,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",18,"10000+","Pvt Ltd","1",9,0,2.19722457733622,3
0.92,"Other","Has relevent experience","no_enrollment","Masters","STEM",4,"5000-9999","Pvt Ltd","1",40,1,3.68887945411394,2
0.913,"Male","Has relevent experience","no_enrollment","High School","STEM",8,"100-500","Pvt Ltd","1",116,0,4.75359019110636,3
0.558,"Male","No relevent experience","enrollment","Graduate","STEM",0,"<10","Other","1",53,1,3.97029191355212,1
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","2",218,0,5.38449506278909,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",19,"10000+","Other","1",124,1,4.82028156560504,3
0.624,"Male","No relevent experience","enrollment","Masters","STEM",3,"Other","Pvt Ltd","1",34,1,3.52636052461616,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",4,"10000+","Pvt Ltd","1",97,0,4.57471097850338,2
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"100-500","Pvt Ltd","4",4,1,1.38629436111989,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",11,"10000+","Pvt Ltd",">4",2,1,0.693147180559945,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",3,"500-999","Pvt Ltd","2",292,0,5.67675380226828,2
0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"Other","Pvt Ltd","4",19,1,2.94443897916644,3
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",2,"Other","Pvt Ltd","never",12,1,2.484906649788,2
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"10000+","Pvt Ltd","2",80,0,4.38202663467388,3
0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"10/49","Other",">4",41,0,3.71357206670431,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"Other","Pvt Ltd",">4",23,1,3.13549421592915,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","Other",4,"10000+","Pvt Ltd","1",276,0,5.62040086571715,2
0.939,"Male","Has relevent experience","no_enrollment","Phd","STEM",8,"1000-4999","Other","3",302,0,5.71042701737487,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10/49","Other","1",20,0,2.99573227355399,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"5000-9999","Pvt Ltd","4",44,1,3.78418963391826,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",2,"50-99","Pvt Ltd","1",74,0,4.30406509320417,2
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",5,"Other","Pvt Ltd","1",15,0,2.70805020110221,3
0.836,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Pvt Ltd","1",114,0,4.7361984483945,3
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",17,"10000+","Pvt Ltd","2",21,0,3.04452243772342,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",118,1,4.77068462446567,3
0.682,"Male","No relevent experience","enrollment","Graduate","STEM",3,"Other","Pvt Ltd","1",7,1,1.94591014905531,2
0.856,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"100-500","Pvt Ltd","1",158,0,5.06259503302697,3
0.926,"Male","No relevent experience","enrollment","Graduate","STEM",9,"Other","Pvt Ltd","1",284,0,5.64897423816121,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"10000+","Pvt Ltd","1",6,0,1.79175946922805,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","2",110,0,4.70048036579242,2
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",9,"500-999","Pvt Ltd",">4",52,0,3.95124371858143,3
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","1",56,0,4.02535169073515,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"Other","Pvt Ltd","2",29,1,3.36729582998647,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"100-500","Other","1",42,0,3.73766961828337,3
0.913,"Male","No relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd","2",90,0,4.49980967033027,3
0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"<10","Pvt Ltd","1",46,0,3.8286413964891,3
0.92,"Other","Has relevent experience","enrollment","Graduate","STEM",10,"1000-4999","Pvt Ltd","2",37,0,3.61091791264422,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"Other","Pvt Ltd","1",58,0,4.06044301054642,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"Other","Pvt Ltd","1",69,1,4.23410650459726,3
0.91,"Male","No relevent experience","no_enrollment","High School","STEM",0,"Other","Pvt Ltd","2",39,0,3.66356164612965,1
0.698,"Male","Has relevent experience","no_enrollment","Graduate","Other",2,"1000-4999","Pvt Ltd","1",23,0,3.13549421592915,2
0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",77,0,4.34380542185368,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd",">4",53,0,3.97029191355212,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"500-999","Other","3",114,1,4.7361984483945,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Pvt Ltd","2",27,1,3.29583686600433,3
0.925,"Male","Has relevent experience","no_enrollment","Primary School","STEM",6,"Other","Pvt Ltd",">4",28,0,3.3322045101752,3
0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"Other","Pvt Ltd","1",64,0,4.15888308335967,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"10000+","Pvt Ltd","3",21,1,3.04452243772342,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"Other","Pvt Ltd","4",108,0,4.68213122712422,3
0.836,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"500-999","Pvt Ltd",">4",38,0,3.63758615972639,3
0.625,"Male","Has relevent experience","enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","4",72,0,4.27666611901606,3
0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Other","2",73,0,4.29045944114839,3
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","4",12,0,2.484906649788,3
0.924,"Male","No relevent experience","no_enrollment","Graduate","Other",14,"Other","Pvt Ltd","4",56,0,4.02535169073515,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"5000-9999","Pvt Ltd",">4",26,0,3.25809653802148,3
0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"100-500","Pvt Ltd","1",54,0,3.98898404656427,3
0.91,"Male","Has relevent experience","enrollment","Graduate","STEM",21,"50-99","Pvt Ltd","3",14,0,2.63905732961526,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Pvt Ltd",">4",77,0,4.34380542185368,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","4",232,1,5.44673737166631,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Pvt Ltd","1",126,0,4.83628190695148,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"500-999","Pvt Ltd","2",20,0,2.99573227355399,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",36,0,3.58351893845611,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",5,"50-99","Other","1",104,0,4.64439089914137,3
0.924,"Male","No relevent experience","no_enrollment","Masters","STEM",21,"50-99","Pvt Ltd",">4",20,0,2.99573227355399,3
0.899,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"<10","Other","1",15,0,2.70805020110221,3
0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"50-99","Pvt Ltd","3",44,0,3.78418963391826,3
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"100-500","Pvt Ltd","1",46,0,3.8286413964891,3
0.926,"Male","No relevent experience","enrollment","High School","STEM",0,"Other","Pvt Ltd","never",38,0,3.63758615972639,1
0.739,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"100-500","Other","1",278,0,5.62762111369064,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"Other","Pvt Ltd",">4",23,0,3.13549421592915,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","1",83,0,4.4188406077966,3
0.887,"Male","Has relevent experience","no_enrollment","Graduate","Other",4,"10/49","Pvt Ltd","2",33,1,3.49650756146648,2
0.698,"Male","No relevent experience","enrollment","Graduate","STEM",4,"Other","Pvt Ltd","2",112,1,4.71849887129509,2
0.689,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Other","1",63,0,4.14313472639153,3
0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",9,"1000-4999","Pvt Ltd","2",3,0,1.09861228866811,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"Other","Pvt Ltd","2",224,1,5.41164605185504,3
0.903,"Other","Has relevent experience","no_enrollment","Graduate","Other",1,"100-500","Pvt Ltd","never",5,0,1.6094379124341,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",20,"1000-4999","Other",">4",50,0,3.91202300542815,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","2",184,0,5.21493575760899,3
0.55,"Male","Has relevent experience","no_enrollment","Primary School","STEM",3,"50-99","Pvt Ltd","1",12,0,2.484906649788,2
0.766,"Male","Has relevent experience","enrollment","Graduate","STEM",8,"100-500","Pvt Ltd","2",12,0,2.484906649788,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"<10","Pvt Ltd","1",16,0,2.77258872223978,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"Other","Pvt Ltd","1",43,0,3.76120011569356,1
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd","1",135,0,4.90527477843843,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"500-999","Pvt Ltd","1",86,0,4.45434729625351,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"1000-4999","Other","1",158,0,5.06259503302697,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Other","1",44,1,3.78418963391826,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Other","1",102,0,4.62497281328427,3
0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",13,"Other","Pvt Ltd","3",11,0,2.39789527279837,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Other",">4",46,0,3.8286413964891,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"100-500","Pvt Ltd","2",56,0,4.02535169073515,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"5000-9999","Pvt Ltd","1",53,0,3.97029191355212,2
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","2",188,1,5.23644196282995,3
0.897,"Male","No relevent experience","no_enrollment","Primary School","STEM",4,"Other","Pvt Ltd","never",26,0,3.25809653802148,2
0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"50-99","Pvt Ltd","1",107,0,4.67282883446191,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","1",17,0,2.83321334405622,3
0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"1000-4999","Pvt Ltd","1",42,0,3.73766961828337,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"50-99","Other","1",83,0,4.4188406077966,3
0.624,"Male","Has relevent experience","enrollment","Masters","STEM",5,"Other","Pvt Ltd","never",3,0,1.09861228866811,3
0.698,"Male","No relevent experience","enrollment","Graduate","STEM",12,"10000+","Other","2",67,1,4.20469261939097,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"10000+","Pvt Ltd","1",4,0,1.38629436111989,2
0.92,"Male","Has relevent experience","enrollment","Masters","STEM",6,"Other","Pvt Ltd","1",15,1,2.70805020110221,3
0.624,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","never",26,1,3.25809653802148,2
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",4,"Other","Pvt Ltd","never",55,0,4.00733318523247,2
0.926,"Male","No relevent experience","enrollment","Graduate","STEM",6,"Other","Pvt Ltd","never",50,0,3.91202300542815,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"<10","Other","3",12,1,2.484906649788,3
0.855,"Male","Has relevent experience","enrollment","High School","STEM",10,"Other","Pvt Ltd","1",16,0,2.77258872223978,3
0.767,"Male","Has relevent experience","enrollment","Graduate","STEM",2,"<10","Other","1",74,1,4.30406509320417,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd","2",34,0,3.52636052461616,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"<10","Pvt Ltd",">4",35,0,3.55534806148941,3
0.847,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"<10","Pvt Ltd","4",9,0,2.19722457733622,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","Other",21,"5000-9999","Pvt Ltd",">4",4,0,1.38629436111989,3
0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"10/49","Pvt Ltd","1",30,0,3.40119738166216,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",8,"<10","Other","3",5,0,1.6094379124341,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",0,"Other","Pvt Ltd","never",20,0,2.99573227355399,1
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Pvt Ltd","2",21,0,3.04452243772342,3
0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","2",89,1,4.48863636973214,3
0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"10/49","Pvt Ltd","1",49,1,3.89182029811063,1
0.624,"Male","Has relevent experience","enrollment","Masters","STEM",1,"Other","Pvt Ltd","1",52,0,3.95124371858143,2
0.824,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"500-999","Pvt Ltd",">4",28,1,3.3322045101752,3
0.893,"Male","No relevent experience","enrollment","Graduate","STEM",3,"1000-4999","Pvt Ltd","1",16,1,2.77258872223978,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","1",52,1,3.95124371858143,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"Other","Pvt Ltd","1",168,1,5.12396397940326,2
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"Other","Pvt Ltd","1",30,0,3.40119738166216,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"Other","Pvt Ltd","3",28,1,3.3322045101752,3
0.92,"Other","Has relevent experience","no_enrollment","Masters","STEM",15,"<10","Pvt Ltd","1",75,0,4.31748811353631,3
0.865,"Male","Has relevent experience","enrollment","High School","STEM",6,"50-99","Other","1",50,0,3.91202300542815,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"50-99","Pvt Ltd",">4",21,0,3.04452243772342,3
0.92,"Male","No relevent experience","no_enrollment","Masters","STEM",16,"Other","Pvt Ltd",">4",60,0,4.0943445622221,3
0.738,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","1",9,1,2.19722457733622,3
0.896,"Male","No relevent experience","no_enrollment","Masters","STEM",4,"100-500","Pvt Ltd","1",32,0,3.46573590279973,2
0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"100-500","Other","3",136,0,4.91265488573605,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","2",23,0,3.13549421592915,3
0.91,"Other","Has relevent experience","no_enrollment","Graduate","STEM",4,"Other","Pvt Ltd","1",108,0,4.68213122712422,2
0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"50-99","Pvt Ltd","3",64,0,4.15888308335967,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Other","2",8,0,2.07944154167984,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"100-500","Pvt Ltd",">4",52,0,3.95124371858143,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",3,"100-500","Pvt Ltd","1",19,0,2.94443897916644,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"Other","Pvt Ltd",">4",78,0,4.35670882668959,3
0.897,"Male","No relevent experience","enrollment","Masters","STEM",3,"Other","Pvt Ltd","1",32,1,3.46573590279973,2
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"Other","Pvt Ltd","1",63,0,4.14313472639153,3
0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"Other","Pvt Ltd","never",218,0,5.38449506278909,3
0.55,"Male","Has relevent experience","enrollment","Graduate","STEM",4,"<10","Other","1",25,1,3.2188758248682,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"<10","Other","1",28,1,3.3322045101752,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"5000-9999","Pvt Ltd","2",174,0,5.15905529921453,3
0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"100-500","Pvt Ltd",">4",22,0,3.09104245335832,3
0.74,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"1000-4999","Pvt Ltd",">4",49,0,3.89182029811063,3
0.923,"Male","No relevent experience","enrollment","High School","STEM",4,"Other","Pvt Ltd","1",55,0,4.00733318523247,2
0.722,"Male","No relevent experience","enrollment","Graduate","Other",6,"Other","Pvt Ltd","2",162,0,5.08759633523238,3
0.754,"Male","Has relevent experience","enrollment","Graduate","STEM",16,"1000-4999","Pvt Ltd","never",29,1,3.36729582998647,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Other","3",23,0,3.13549421592915,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","1",141,0,4.94875989037817,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"10000+","Pvt Ltd","2",70,0,4.24849524204936,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"10000+","Pvt Ltd","1",46,0,3.8286413964891,3
0.754,"Male","Has relevent experience","no_enrollment","Masters","STEM",17,"Other","Pvt Ltd","2",10,1,2.30258509299405,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",12,"Other","Pvt Ltd",">4",30,1,3.40119738166216,3
0.762,"Male","Has relevent experience","enrollment","Graduate","STEM",10,"100-500","Pvt Ltd","2",8,0,2.07944154167984,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"500-999","Other","3",34,0,3.52636052461616,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",18,"10000+","Pvt Ltd","2",6,0,1.79175946922805,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Other",">4",138,0,4.92725368515721,3
0.754,"Male","No relevent experience","enrollment","Masters","STEM",21,"Other","Pvt Ltd","1",74,1,4.30406509320417,3
0.579,"Male","No relevent experience","enrollment","Graduate","STEM",2,"Other","Pvt Ltd","never",45,1,3.80666248977032,2
0.939,"Male","No relevent experience","no_enrollment","Graduate","Other",12,"50-99","Other",">4",22,0,3.09104245335832,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",7,"10/49","Pvt Ltd","4",78,1,4.35670882668959,3
0.624,"Male","No relevent experience","enrollment","High School","STEM",6,"Other","Pvt Ltd","1",16,1,2.77258872223978,3
0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",3,"50-99","Other","2",44,0,3.78418963391826,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"500-999","Pvt Ltd","3",56,0,4.02535169073515,3
0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",1,"Other","Pvt Ltd","never",22,0,3.09104245335832,2
0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"50-99","Pvt Ltd","1",3,0,1.09861228866811,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"100-500","Pvt Ltd",">4",3,0,1.09861228866811,3
0.767,"Male","Has relevent experience","enrollment","Graduate","STEM",21,"100-500","Pvt Ltd",">4",46,0,3.8286413964891,3
0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"Other","Pvt Ltd","1",28,1,3.3322045101752,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",20,"1000-4999","Pvt Ltd","1",202,0,5.30826769740121,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Other","2",12,0,2.484906649788,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"100-500","Pvt Ltd",">4",87,0,4.46590811865458,3
0.939,"Male","Has relevent experience","enrollment","Graduate","STEM",13,"500-999","Pvt Ltd","1",22,0,3.09104245335832,3
0.754,"Male","Has relevent experience","no_enrollment","High School","STEM",7,"Other","Pvt Ltd","never",4,0,1.38629436111989,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"<10","Pvt Ltd",">4",13,0,2.56494935746154,3
0.754,"Male","No relevent experience","enrollment","Graduate","STEM",7,"Other","Pvt Ltd","2",14,1,2.63905732961526,3
0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd","never",120,0,4.78749174278205,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"50-99","Pvt Ltd","2",42,1,3.73766961828337,2
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",1,"Other","Pvt Ltd","never",6,0,1.79175946922805,2
0.74,"Male","Has relevent experience","no_enrollment","Graduate","Other",10,"<10","Other","1",52,0,3.95124371858143,3
0.897,"Male","No relevent experience","enrollment","Graduate","Other",2,"1000-4999","Pvt Ltd","1",68,0,4.21950770517611,2
0.802,"Male","Has relevent experience","enrollment","Graduate","STEM",17,"500-999","Pvt Ltd","1",13,0,2.56494935746154,3
0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd","3",16,0,2.77258872223978,3
0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",10,"10/49","Pvt Ltd","never",4,0,1.38629436111989,3
0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10/49","Pvt Ltd","2",40,1,3.68887945411394,2
